@relation 'wine-weka.filters.unsupervised.attribute.Remove-R1,13-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last'

@attribute fx_acidity {'\'(-inf-5.73]\'','\'(5.73-6.86]\'','\'(6.86-7.99]\'','\'(7.99-9.12]\'','\'(9.12-10.25]\'','\'(10.25-11.38]\'','\'(11.38-12.51]\'','\'(12.51-13.64]\'','\'(13.64-14.77]\'','\'(14.77-inf)\''}
@attribute vol_acidity {'\'(-inf-0.266]\'','\'(0.266-0.412]\'','\'(0.412-0.558]\'','\'(0.558-0.704]\'','\'(0.704-0.85]\'','\'(0.85-0.996]\'','\'(0.996-1.142]\'','\'(1.142-1.288]\'','\'(1.288-1.434]\'','\'(1.434-inf)\''}
@attribute citric_acid {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute resid_sugar {'\'(-inf-2.36]\'','\'(2.36-3.82]\'','\'(3.82-5.28]\'','\'(5.28-6.74]\'','\'(6.74-8.2]\'','\'(8.2-9.66]\'','\'(9.66-11.12]\'','\'(11.12-12.58]\'','\'(12.58-14.04]\'','\'(14.04-inf)\''}
@attribute chlorides {'\'(-inf-0.0719]\'','\'(0.0719-0.1318]\'','\'(0.1318-0.1917]\'','\'(0.1917-0.2516]\'','\'(0.2516-0.3115]\'','\'(0.3115-0.3714]\'','\'(0.3714-0.4313]\'','\'(0.4313-0.4912]\'','\'(0.4912-0.5511]\'','\'(0.5511-inf)\''}
@attribute free_sulf_d {'\'(-inf-8.1]\'','\'(8.1-15.2]\'','\'(15.2-22.3]\'','\'(22.3-29.4]\'','\'(29.4-36.5]\'','\'(36.5-43.6]\'','\'(43.6-50.7]\'','\'(50.7-57.8]\'','\'(57.8-64.9]\'','\'(64.9-inf)\''}
@attribute tot_sulf_d {'\'(-inf-34.3]\'','\'(34.3-62.6]\'','\'(62.6-90.9]\'','\'(90.9-119.2]\'','\'(119.2-147.5]\'','\'(147.5-175.8]\'','\'(175.8-204.1]\'','\'(204.1-232.4]\'','\'(232.4-260.7]\'','\'(260.7-inf)\''}
@attribute density {'\'(-inf-0.991432]\'','\'(0.991432-0.992794]\'','\'(0.992794-0.994156]\'','\'(0.994156-0.995518]\'','\'(0.995518-0.99688]\'','\'(0.99688-0.998242]\'','\'(0.998242-0.999604]\'','\'(0.999604-1.000966]\'','\'(1.000966-1.002328]\'','\'(1.002328-inf)\''}
@attribute pH {'\'(-inf-2.867]\'','\'(2.867-2.994]\'','\'(2.994-3.121]\'','\'(3.121-3.248]\'','\'(3.248-3.375]\'','\'(3.375-3.502]\'','\'(3.502-3.629]\'','\'(3.629-3.756]\'','\'(3.756-3.883]\'','\'(3.883-inf)\''}
@attribute sulph {'\'(-inf-0.497]\'','\'(0.497-0.664]\'','\'(0.664-0.831]\'','\'(0.831-0.998]\'','\'(0.998-1.165]\'','\'(1.165-1.332]\'','\'(1.332-1.499]\'','\'(1.499-1.666]\'','\'(1.666-1.833]\'','\'(1.833-inf)\''}
@attribute alcohol {'\'(-inf-9.05]\'','\'(9.05-9.7]\'','\'(9.7-10.35]\'','\'(10.35-11]\'','\'(11-11.65]\'','\'(11.65-12.3]\'','\'(12.3-12.95]\'','\'(12.95-13.6]\'','\'(13.6-14.25]\'','\'(14.25-inf)\''}
@attribute class {Low,High}

@data
'\'(6.86-7.99]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(15.2-22.3]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.502-3.629]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',High
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(5.28-6.74]\'','\'(-inf-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',High
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(5.28-6.74]\'','\'(-inf-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',High
'\'(9.12-10.25]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(90.9-119.2]\'','\'(0.99688-0.998242]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',Low
'\'(6.86-7.99]\'','\'(0.412-0.558]\'','\'(0.2-0.3]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(62.6-90.9]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',Low
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.502-3.629]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',High
'\'(6.86-7.99]\'','\'(0.412-0.558]\'','\'(0.1-0.2]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(29.4-36.5]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',High
'\'(6.86-7.99]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.992794-0.994156]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(2.36-3.82]\'','\'(0.1318-0.1917]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(12.95-13.6]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(8.2-9.66]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.998242-0.999604]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',High
'\'(9.12-10.25]\'','\'(0.412-0.558]\'','\'(0.4-0.5]\'','\'(2.36-3.82]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(3.82-5.28]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(6.86-7.99]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.992794-0.994156]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(-inf-5.73]\'','\'(0.704-0.85]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.1318-0.1917]\'','\'(-inf-8.1]\'','\'(34.3-62.6]\'','\'(0.992794-0.994156]\'','\'(3.502-3.629]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',Low
'\'(5.73-6.86]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(8.2-9.66]\'','\'(0.0719-0.1318]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(29.4-36.5]\'','\'(62.6-90.9]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',High
'\'(7.99-9.12]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(36.5-43.6]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.831-0.998]\'','\'(11.65-12.3]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(29.4-36.5]\'','\'(62.6-90.9]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',High
'\'(7.99-9.12]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(36.5-43.6]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.831-0.998]\'','\'(11.65-12.3]\'',High
'\'(5.73-6.86]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(8.2-9.66]\'','\'(0.0719-0.1318]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',High
'\'(7.99-9.12]\'','\'(0.412-0.558]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.664-0.831]\'','\'(11-11.65]\'',Low
'\'(7.99-9.12]\'','\'(-inf-0.266]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(50.7-57.8]\'','\'(62.6-90.9]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.831-0.998]\'','\'(10.35-11]\'',High
'\'(9.12-10.25]\'','\'(-inf-0.266]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(50.7-57.8]\'','\'(62.6-90.9]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.831-0.998]\'','\'(9.7-10.35]\'',High
'\'(7.99-9.12]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(62.6-90.9]\'','\'(0.99688-0.998242]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',Low
'\'(7.99-9.12]\'','\'(0.412-0.558]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.664-0.831]\'','\'(11-11.65]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(2.36-3.82]\'','\'(-inf-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.629-3.756]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',Low
'\'(6.86-7.99]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',Low
'\'(6.86-7.99]\'','\'(0.266-0.412]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(22.3-29.4]\'','\'(62.6-90.9]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',High
'\'(6.86-7.99]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',Low
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.629-3.756]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(15.2-22.3]\'','\'(62.6-90.9]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(15.2-22.3]\'','\'(62.6-90.9]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(11.38-12.51]\'','\'(0.558-0.704]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(2.994-3.121]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',Low
'\'(6.86-7.99]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(2.36-3.82]\'','\'(-inf-0.0719]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.992794-0.994156]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(12.3-12.95]\'',High
'\'(5.73-6.86]\'','\'(0.412-0.558]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.502-3.629]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',Low
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.5-0.6]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(12.3-12.95]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(3.82-5.28]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(12.3-12.95]\'',High
'\'(9.12-10.25]\'','\'(0.412-0.558]\'','\'(0.3-0.4]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.998242-0.999604]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',High
'\'(9.12-10.25]\'','\'(0.412-0.558]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.998242-0.999604]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(9.12-10.25]\'','\'(0.412-0.558]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.121-3.248]\'','\'(0.664-0.831]\'','\'(11-11.65]\'',High
'\'(9.12-10.25]\'','\'(0.412-0.558]\'','\'(0.5-0.6]\'','\'(3.82-5.28]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.248-3.375]\'','\'(0.831-0.998]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.992794-0.994156]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(12.3-12.95]\'',High
'\'(7.99-9.12]\'','\'(-inf-0.266]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(-inf-0.266]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(-inf-0.266]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.992794-0.994156]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(12.3-12.95]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(11-11.65]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.664-0.831]\'','\'(11.65-12.3]\'',High
'\'(6.86-7.99]\'','\'(0.412-0.558]\'','\'(0.3-0.4]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(-inf-0.266]\'','\'(0.5-0.6]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.664-0.831]\'','\'(10.35-11]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.5-0.6]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.5-0.6]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',High
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(11-11.65]\'',High
'\'(7.99-9.12]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',Low
'\'(7.99-9.12]\'','\'(0.412-0.558]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(15.2-22.3]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.831-0.998]\'','\'(11-11.65]\'',High
'\'(6.86-7.99]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',Low
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.664-0.831]\'','\'(9.05-9.7]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(15.2-22.3]\'','\'(-inf-34.3]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.664-0.831]\'','\'(11-11.65]\'',High
'\'(7.99-9.12]\'','\'(0.412-0.558]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(15.2-22.3]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.831-0.998]\'','\'(11-11.65]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.3-0.4]\'','\'(2.36-3.82]\'','\'(-inf-0.0719]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.831-0.998]\'','\'(10.35-11]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(7.99-9.12]\'','\'(0.558-0.704]\'','\'(0.1-0.2]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(22.3-29.4]\'','\'(90.9-119.2]\'','\'(0.99688-0.998242]\'','\'(3.121-3.248]\'','\'(-inf-0.497]\'','\'(9.05-9.7]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(2.36-3.82]\'','\'(-inf-0.0719]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.994156-0.995518]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(5.73-6.86]\'','\'(0.558-0.704]\'','\'(-inf-0.1]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.7-10.35]\'',Low
'\'(10.25-11.38]\'','\'(-inf-0.266]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.248-3.375]\'','\'(0.831-0.998]\'','\'(10.35-11]\'',High
'\'(10.25-11.38]\'','\'(-inf-0.266]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(-inf-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99688-0.998242]\'','\'(3.248-3.375]\'','\'(0.831-0.998]\'','\'(10.35-11]\'',High
'\'(9.12-10.25]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(11-11.65]\'',High
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.502-3.629]\'','\'(0.497-0.664]\'','\'(10.35-11]\'',Low
'\'(7.99-9.12]\'','\'(0.266-0.412]\'','\'(0.4-0.5]\'','\'(5.28-6.74]\'','\'(0.0719-0.1318]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.99688]\'','\'(3.248-3.375]\'','\'(0.497-0.664]\'','\'(11.65-12.3]\'',High
'\'(6.86-7.99]\'','\'(0.266-0.412]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(29.4-36.5]\'','\'(62.6-90.9]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',Low
'\'(6.86-7.99]\'','\'(0.266-0.412]\'','\'(0.2-0.3]\'','\'(-inf-2.36]\'','\'(0.0719-0.1318]\'','\'(29.4-36.5]\'','\'(62.6-90.9]\'','\'(0.99688-0.998242]\'','\'(3.375-3.502]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',Low
'\'(7.99-9.12]\'','\'(0.558-0.704]\'','\'(0.2-0.3]\'','\'(2.36-3.82]\'','\'(0.0719-0.1318]\'','\'(29.4-36.5]\'','\'(90.9-119.2]\'','\'(0.99688-0.998242]\'','\'(3.121-3.248]\'','\'(0.497-0.664]\'','\'(9.05-9.7]\'',Low
